caseid,presvote,partyid,age,fincome,female,white,BushFT,ClintonFT,PerotFT,candid,vote,FT,clintondummy,perotdummy,PIDxClinton,PIDxPerot,partisan,bushdummy,PIDxBush,votehat,altvotehat
3151,2,5,32,21,1,1,60,85,0,1,0,60,0,0,0,0,major,1,5,.22537424,.97767019
3151,2,5,32,21,1,1,60,85,0,2,1,85,1,0,5,0,major,0,0,.76956522,.99335557
3151,2,5,32,21,1,1,60,85,0,3,0,0,0,1,0,5,minor,0,0,.0050605149,.49573913
3153,1,5,30,18,1,1,100,40,30,1,1,100,0,0,0,0,major,1,5,.97265893,.99816477
3153,1,5,30,18,1,1,100,40,30,2,0,40,1,0,5,0,major,0,0,.015707828,.89778721
3153,1,5,30,18,1,1,100,40,30,3,0,30,0,1,0,5,minor,0,0,.011633215,.86675668
3154,2,2,57,22,0,0,15,85,50,1,0,15,0,0,0,0,major,1,2,.0024768263,.72007072
3154,2,2,57,22,0,0,15,85,50,2,1,85,1,0,2,0,major,0,0,.95823789,.9989962
3154,2,2,57,22,0,0,15,85,50,3,0,50,0,1,0,2,minor,0,0,.039285257,.9760766
3155,1,6,54,16,1,1,70,30,0,1,1,70,0,0,0,0,major,1,6,.96142048,.98798043
3155,1,6,54,16,1,1,70,30,0,2,0,30,1,0,6,0,major,0,0,.029090606,.71323109
3155,1,6,54,16,1,1,70,30,0,3,0,0,0,1,0,6,minor,0,0,.0094889244,.44789946
3156,2,2,51,16,1,1,60,85,40,1,0,60,0,0,0,0,major,1,2,.041277546,.97767019
3156,2,2,51,16,1,1,60,85,40,2,1,85,1,0,2,0,major,0,0,.93823367,.9989962
3156,2,2,51,16,1,1,60,85,40,3,0,40,0,1,0,2,minor,0,0,.020488776,.9560101
3157,1,6,30,19,0,1,60,40,60,1,1,60,0,0,0,0,major,1,6,.52140099,.97767019
3157,1,6,30,19,0,1,60,40,60,2,0,40,1,0,6,0,major,0,0,.055604987,.8236106
3157,1,6,30,19,0,1,60,40,60,3,0,60,0,1,0,6,minor,0,0,.42299402,.97261757
3158,1,6,80,4,1,1,88,80,80,1,1,88,0,0,0,0,major,1,6,.58233178,.99610013
3158,1,6,80,4,1,1,88,80,80,2,0,80,1,0,6,0,major,0,0,.13224335,.98305184
3158,1,6,80,4,1,1,88,80,80,3,0,80,0,1,0,6,minor,0,0,.28542489,.9920755
3159,2,2,53,9,1,1,50,60,60,1,0,50,0,0,0,0,major,1,2,.076215468,.95888412
3159,2,2,53,9,1,1,50,60,60,2,1,60,1,0,2,0,major,0,0,.67346251,.99517083
3159,2,2,53,9,1,1,50,60,60,3,0,60,0,1,0,2,minor,0,0,.25032201,.98711294
3160,2,4,20,3,0,1,40,60,70,1,0,40,0,0,0,0,major,1,4,.073687151,.92549759
3160,2,4,20,3,0,1,40,60,70,2,1,60,1,0,4,0,major,0,0,.34544268,.9831183
3160,2,4,20,3,0,1,40,60,70,3,0,70,0,1,0,4,minor,0,0,.58087015,.98989129
3162,2,1,37,17,1,1,50,70,50,1,0,50,0,0,0,0,major,1,1,.029132292,.95888412
3162,2,1,37,17,1,1,50,70,50,2,1,70,1,0,1,0,major,0,0,.90910661,.99862784
3162,2,1,37,17,1,1,50,70,50,3,0,50,0,1,0,1,minor,0,0,.061761081,.98017526
3163,2,1,21,14,0,0,60,85,70,1,0,60,0,0,0,0,major,1,1,.020947706,.97767019
3163,2,1,21,14,0,0,60,85,70,2,1,85,1,0,1,0,major,0,0,.89567882,.99946612
3163,2,1,21,14,0,0,60,85,70,3,0,70,0,1,0,1,minor,0,0,.083373487,.99429423
3164,2,1,69,13,1,1,50,85,50,1,0,50,0,0,0,0,major,1,1,.011991476,.95888412
3164,2,1,69,13,1,1,50,85,50,2,1,85,1,0,1,0,major,0,0,.96258634,.99946612
3164,2,1,69,13,1,1,50,85,50,3,0,50,0,1,0,1,minor,0,0,.025422186,.98017526
3166,2,1,23,13,1,1,0,70,50,1,0,0,0,0,0,0,major,1,1,.0012849905,.5
3166,2,1,23,13,1,1,0,70,50,2,1,70,1,0,1,0,major,0,0,.93518245,.99862784
3166,2,1,23,13,1,1,0,70,50,3,0,50,0,1,0,1,minor,0,0,.063532569,.98017526
3167,2,3,38,21,0,1,40,50,50,1,0,40,0,0,0,0,major,1,3,.11893924,.92549759
3167,2,3,38,21,0,1,40,50,50,2,1,50,1,0,3,0,major,0,0,.55869752,.98315138
3167,2,3,38,21,0,1,40,50,50,3,0,50,0,1,0,3,minor,0,0,.32236323,.97115546
3168,2,1,62,14,0,1,50,50,0,1,0,50,0,0,0,0,major,1,1,.10055439,.95888412
3168,2,1,62,14,0,1,50,50,0,2,1,50,1,0,1,0,major,0,0,.8903048,.99518043
3168,2,1,62,14,0,1,50,50,0,3,0,0,0,1,0,1,minor,0,0,.0091408165,.67948937
3169,1,7,63,18,0,1,85,50,15,1,1,85,0,0,0,0,major,1,7,.97070056,.99529278
3169,1,7,63,18,0,1,85,50,15,2,0,50,1,0,7,0,major,0,0,.021393491,.82332027
3169,1,7,63,18,0,1,85,50,15,3,0,15,0,1,0,7,minor,0,0,.0079059368,.63263404
3172,2,6,69,19,1,1,85,70,30,1,0,85,0,0,0,0,major,1,6,.85359865,.99529278
3172,2,6,69,19,1,1,85,70,30,2,1,70,1,0,6,0,major,0,0,.12473009,.9686482
3172,2,6,69,19,1,1,85,70,30,3,0,30,0,1,0,6,minor,0,0,.021671262,.8429659
3174,2,1,36,16,0,1,15,60,70,1,0,15,0,0,0,0,major,1,1,.0045569306,.72007072
3174,2,1,36,16,0,1,15,60,70,2,1,60,1,0,1,0,major,0,0,.68673742,.99742705
3174,2,1,36,16,0,1,15,60,70,3,0,70,0,1,0,1,minor,0,0,.30870563,.99429423
3175,3,3,36,23,1,1,0,0,100,1,0,0,0,0,0,0,major,1,3,.001267902,.5
3175,3,3,36,23,1,1,0,0,100,2,0,0,1,0,3,0,major,0,0,.0031723862,.71445501
3175,3,3,36,23,1,1,0,0,100,3,1,100,0,1,0,3,minor,0,0,.99555969,.99872804
3177,1,5,23,16,0,1,70,40,30,1,1,70,0,0,0,0,major,1,5,.84317178,.98798043
3177,1,5,23,16,0,1,70,40,30,2,0,40,1,0,5,0,major,0,0,.090100117,.89778721
3177,1,5,23,16,0,1,70,40,30,3,0,30,0,1,0,5,minor,0,0,.066728137,.86675668
3178,2,4,71,16,1,1,30,85,100,1,0,30,0,0,0,0,major,1,4,.0070707793,.86871278
3178,2,4,71,16,1,1,30,85,100,2,1,85,1,0,4,0,major,0,0,.30052519,.99645686
3178,2,4,71,16,1,1,30,85,100,3,0,100,0,1,0,4,minor,0,0,.69240403,.99845904
3181,2,3,39,5,0,1,0,100,15,1,0,0,0,0,0,0,major,1,3,.00073229393,.5
3181,2,3,39,5,0,1,0,100,15,2,1,100,1,0,3,0,major,0,0,.99654824,.99926573
3181,2,3,39,5,0,1,0,100,15,3,0,15,0,1,0,3,minor,0,0,.0027194521,.78784823
3183,1,7,58,21,1,1,100,0,30,1,1,100,0,0,0,0,major,1,7,.99155992,.99816477
3183,1,7,58,21,1,1,100,0,30,2,0,0,1,0,7,0,major,0,0,.00036427734,.16653742
3183,1,7,58,21,1,1,100,0,30,3,0,30,0,1,0,7,minor,0,0,.0080758268,.81582993
3184,2,3,40,2,0,1,0,60,100,1,0,0,0,0,0,0,major,1,3,.0011163814,.5
3184,2,3,40,2,0,1,0,60,100,2,1,60,1,0,3,0,major,0,0,.12229831,.99095422
3184,2,3,40,2,0,1,0,60,100,3,0,100,0,1,0,3,minor,0,0,.8765853,.99872804
3185,1,7,50,20,0,1,100,60,60,1,1,100,0,0,0,0,major,1,7,.93459982,.99816477
3185,1,7,50,20,0,1,100,60,60,2,0,60,1,0,7,0,major,0,0,.015033026,.89742005
3185,1,7,50,20,0,1,100,60,60,3,0,60,0,1,0,7,minor,0,0,.050367162,.96700895
3186,3,4,65,17,0,1,0,15,40,1,0,0,0,0,0,0,major,1,4,.052027386,.5
3186,3,4,65,17,0,1,0,15,40,2,0,15,1,0,4,0,major,0,0,.17800844,.77382922
3186,3,4,65,17,0,1,0,15,40,3,1,40,0,1,0,4,minor,0,0,.76996416,.93670571
3187,2,2,44,19,1,1,15,60,0,1,0,15,0,0,0,0,major,1,2,.012226061,.72007072
3187,2,2,44,19,1,1,15,60,0,2,1,60,1,0,2,0,major,0,0,.97945893,.99517083
3187,2,2,44,19,1,1,15,60,0,3,0,0,0,1,0,2,minor,0,0,.0083150398,.63629258
3188,2,1,67,8,1,1,50,100,0,1,0,50,0,0,0,0,major,1,1,.0048174551,.95888412
3188,2,1,67,8,1,1,50,100,0,2,1,100,1,0,1,0,major,0,0,.9947446,.9997924
3188,2,1,67,8,1,1,50,100,0,3,0,0,0,1,0,1,minor,0,0,.00043792691,.67948937
3189,1,6,72,6,1,1,60,50,40,1,1,60,0,0,0,0,major,1,6,.69911039,.97767019
3189,1,6,72,6,1,1,60,50,40,2,0,50,1,0,6,0,major,0,0,.13997127,.89760375
3189,1,6,72,6,1,1,60,50,40,3,0,40,0,1,0,6,minor,0,0,.16091837,.90972966
3191,1,5,56,16,0,0,70,60,51,1,1,70,0,0,0,0,major,1,5,.59748161,.98798043
3191,1,5,56,16,0,0,70,60,51,2,0,60,1,0,5,0,major,0,0,.22502789,.96870875
3191,1,5,56,16,0,0,70,60,51,3,0,51,0,1,0,5,minor,0,0,.1774905,.96065772
3192,2,2,43,21,1,1,30,85,60,1,0,30,0,0,0,0,major,1,2,.0061358325,.86871278
3192,2,2,43,21,1,1,30,85,60,2,1,85,1,0,2,0,major,0,0,.92283577,.9989962
3192,2,2,43,21,1,1,30,85,60,3,0,60,0,1,0,2,minor,0,0,.071028382,.98711294
3195,1,5,32,18,0,0,30,30,0,1,1,30,0,0,0,0,major,1,5,.53889602,.86871278
3195,1,5,32,18,0,0,30,30,0,2,0,30,1,0,5,0,major,0,0,.38103777,.82390058
3195,1,5,32,18,0,0,30,30,0,3,0,0,0,1,0,5,minor,0,0,.080066189,.49573913
3198,2,1,80,6,1,0,40,70,30,1,0,40,0,0,0,0,major,1,1,.016470416,.92549759
3198,2,1,80,6,1,0,40,70,30,2,1,70,1,0,1,0,major,0,0,.96493042,.99862784
3198,2,1,80,6,1,0,40,70,30,3,0,30,0,1,0,1,minor,0,0,.018599169,.93345731
3199,2,1,41,19,1,1,0,100,15,1,0,0,0,0,0,0,major,1,1,.00020738062,.5
3199,2,1,41,19,1,1,0,100,15,2,1,100,1,0,1,0,major,0,0,.9986617,.9997924
3199,2,1,41,19,1,1,0,100,15,3,0,15,0,1,0,1,minor,0,0,.0011309289,.84504282
3200,3,4,33,17,0,1,70,40,85,1,0,70,0,0,0,0,major,1,4,.23443799,.98798043
3200,3,4,33,17,0,1,70,40,85,2,0,40,1,0,4,0,major,0,0,.047125496,.94293189
3200,3,4,33,17,0,1,70,40,85,3,1,85,0,1,0,4,minor,0,0,.71843654,.99604577
3202,3,1,20,1,1,1,60,70,60,1,0,60,0,0,0,0,major,1,1,.050652821,.97767019
3202,3,1,20,1,1,1,60,70,60,2,0,70,1,0,1,0,major,0,0,.8419621,.99862784
3202,3,1,20,1,1,1,60,70,60,3,1,60,0,1,0,1,minor,0,0,.10738506,.98934144
3203,2,1,80,8,0,0,20,60,50,1,0,20,0,0,0,0,major,1,1,.0079990225,.77898306
3203,2,1,80,8,0,0,20,60,50,2,1,60,1,0,1,0,major,0,0,.87979114,.99742705
3203,2,1,80,8,0,0,20,60,50,3,0,50,0,1,0,1,minor,0,0,.11220983,.98017526
3204,2,2,25,16,1,1,0,85,60,1,0,0,0,0,0,0,major,1,2,.00093215407,.5
3204,2,2,25,16,1,1,0,85,60,2,1,85,1,0,2,0,major,0,0,.92766756,.9989962
3204,2,2,25,16,1,1,0,85,60,3,0,60,0,1,0,2,minor,0,0,.071400277,.98711294
3205,2,4,43,15,0,1,15,60,50,1,0,15,0,0,0,0,major,1,4,.029035803,.72007072
3205,2,4,43,15,0,1,15,60,50,2,1,60,1,0,4,0,major,0,0,.65734929,.9831183
3205,2,4,43,15,0,1,15,60,50,3,0,50,0,1,0,4,minor,0,0,.31361493,.96525812
3206,3,6,22,4,1,1,70,50,0,1,0,70,0,0,0,0,major,1,6,.89564401,.98798043
3206,3,6,22,4,1,1,70,50,0,2,0,50,1,0,6,0,major,0,0,.095516264,.89760375
3206,3,6,22,4,1,1,70,50,0,3,1,0,0,1,0,6,minor,0,0,.0088397302,.44789946
3209,3,2,23,18,0,0,15,70,0,1,0,15,0,0,0,0,major,1,2,.0065754359,.72007072
3209,3,2,23,18,0,0,15,70,0,2,0,70,1,0,2,0,major,0,0,.98895258,.99742192
3209,3,2,23,18,0,0,15,70,0,3,1,0,0,1,0,2,minor,0,0,.0044720056,.63629258
3211,2,2,31,21,1,1,50,85,15,1,0,50,0,0,0,0,major,1,2,.022796961,.95888412
3211,2,2,31,21,1,1,50,85,15,2,1,85,1,0,2,0,major,0,0,.97280407,.9989962
3211,2,2,31,21,1,1,50,85,15,3,0,15,0,1,0,2,minor,0,0,.0043989825,.81818831
3212,3,2,52,16,0,1,60,60,85,1,0,60,0,0,0,0,major,1,2,.070644967,.97767019
3212,3,2,52,16,0,1,60,60,85,2,0,60,1,0,2,0,major,0,0,.3325066,.99517083
3212,3,2,52,16,0,1,60,60,85,3,1,85,0,1,0,2,minor,0,0,.59684843,.9973039
3213,2,2,39,11,1,1,15,60,15,1,0,15,0,0,0,0,major,1,2,.01206828,.72007072
3213,2,2,39,11,1,1,15,60,15,2,1,60,1,0,2,0,major,0,0,.96681869,.99517083
3213,2,2,39,11,1,1,15,60,15,3,0,15,0,1,0,2,minor,0,0,.021113005,.81818831
3215,2,4,34,15,0,1,10,30,40,1,0,10,0,0,0,0,major,1,4,.073687151,.65246111
3215,2,4,34,15,0,1,10,30,40,2,1,30,1,0,4,0,major,0,0,.34544268,.89797032
3215,2,4,34,15,0,1,10,30,40,3,0,40,0,1,0,4,minor,0,0,.58087015,.93670571
3218,1,6,74,11,1,1,100,0,0,1,1,100,0,0,0,0,major,1,6,.99782211,.99816477
3218,1,6,74,11,1,1,100,0,0,2,0,0,1,0,6,0,major,0,0,.00068958051,.27319023
3218,1,6,74,11,1,1,100,0,0,3,0,0,0,1,0,6,minor,0,0,.0014883428,.44789946
3220,2,1,29,15,1,0,0,100,0,1,0,0,0,0,0,0,major,1,1,.00020752408,.5
3220,2,1,29,15,1,0,0,100,0,2,1,100,1,0,1,0,major,0,0,.99935251,.9997924
3220,2,1,29,15,1,0,0,100,0,3,0,0,0,1,0,1,minor,0,0,.0004399555,.67948937
3222,1,5,37,22,1,1,60,40,15,1,1,60,0,0,0,0,major,1,5,.79467732,.97767019
3222,1,5,37,22,1,1,60,40,15,2,0,40,1,0,5,0,major,0,0,.15942314,.89778721
3222,1,5,37,22,1,1,60,40,15,3,0,15,0,1,0,5,minor,0,0,.045899518,.71662241
3223,2,3,28,18,1,1,60,60,50,1,0,60,0,0,0,0,major,1,3,.2341339,.97767019
3223,2,3,28,18,1,1,60,60,50,2,1,60,1,0,3,0,major,0,0,.58582067,.99095422
3223,2,3,28,18,1,1,60,60,50,3,0,50,0,1,0,3,minor,0,0,.18004546,.97115546
3225,3,6,58,24,0,1,60,85,85,1,0,60,0,0,0,0,major,1,6,.14852273,.97767019
3225,3,6,58,24,0,1,60,85,85,2,0,85,1,0,6,0,major,0,0,.26959726,.98757374
3225,3,6,58,24,0,1,60,85,85,3,1,85,0,1,0,6,minor,0,0,.58188003,.99420398
3226,2,1,36,7,1,1,50,50,60,1,0,50,0,0,0,0,major,1,1,.072285466,.95888412
3226,2,1,36,7,1,1,50,50,60,2,1,50,1,0,1,0,major,0,0,.6400128,.99518043
3226,2,1,36,7,1,1,50,50,60,3,0,60,0,1,0,1,minor,0,0,.28770173,.98934144
3227,3,2,33,14,1,1,60,70,60,1,0,60,0,0,0,0,major,1,2,.08631286,.97767019
3227,3,2,33,14,1,1,60,70,60,2,0,70,1,0,2,0,major,0,0,.76268601,.99742192
3227,3,2,33,14,1,1,60,70,60,3,1,60,0,1,0,2,minor,0,0,.15100113,.98711294
3229,2,1,60,8,1,1,70,85,50,1,0,70,0,0,0,0,major,1,1,.041022565,.98798043
3229,2,1,60,8,1,1,70,85,50,2,1,85,1,0,1,0,major,0,0,.93430221,.99946612
3229,2,1,60,8,1,1,70,85,50,3,0,50,0,1,0,1,minor,0,0,.024675194,.98017526
3230,1,7,35,15,1,1,100,50,50,1,1,100,0,0,0,0,major,1,7,.96406573,.99816477
3230,1,7,35,15,1,1,100,50,50,2,0,50,1,0,7,0,major,0,0,.0082599251,.82332027
3230,1,7,35,15,1,1,100,50,50,3,0,50,0,1,0,7,minor,0,0,.027674334,.93980575
3231,2,2,28,18,0,1,40,70,60,1,0,40,0,0,0,0,major,1,2,.026102889,.92549759
3231,2,2,28,18,0,1,40,70,60,2,1,70,1,0,2,0,major,0,0,.81294537,.99742192
3231,2,2,28,18,0,1,40,70,60,3,0,60,0,1,0,2,minor,0,0,.16095176,.98711294
3232,2,3,36,1,0,1,0,70,30,1,0,0,0,0,0,0,major,1,3,.0046249824,.5
3232,2,3,36,1,0,1,0,70,30,2,1,70,1,0,3,0,major,0,0,.95119429,.99516124
3232,2,3,36,1,0,1,0,70,30,3,0,30,0,1,0,3,minor,0,0,.044180736,.9052369
3233,3,6,23,14,0,1,60,60,40,1,0,60,0,0,0,0,major,1,6,.62264496,.97767019
3233,3,6,23,14,0,1,60,60,40,2,0,60,1,0,6,0,major,0,0,.23403719,.94271654
3233,3,6,23,14,0,1,60,60,40,3,1,40,0,1,0,6,minor,0,0,.14331786,.90972966
3234,1,5,49,21,1,1,80,50,20,1,1,80,0,0,0,0,major,1,5,.88549459,.99356151
3234,1,5,49,21,1,1,80,50,20,2,0,50,1,0,5,0,major,0,0,.094622672,.9428243
3234,1,5,49,21,1,1,80,50,20,3,0,20,0,1,0,5,minor,0,0,.019882744,.77603471
3235,2,6,42,21,0,1,40,60,50,1,0,40,0,0,0,0,major,1,6,.25988623,.92549759
3235,2,6,42,21,0,1,40,60,50,2,1,60,1,0,6,0,major,0,0,.34429455,.94271654
3235,2,6,42,21,0,1,40,60,50,3,0,50,0,1,0,6,minor,0,0,.39581922,.94979894
3236,2,2,68,9,0,1,40,70,15,1,0,40,0,0,0,0,major,1,2,.03076341,.92549759
3236,2,2,68,9,0,1,40,70,15,2,1,70,1,0,2,0,major,0,0,.95809209,.99742192
3236,2,2,68,9,0,1,40,70,15,3,0,15,0,1,0,2,minor,0,0,.01114451,.81818831
3238,2,1,73,8,1,1,25,75,50,1,0,25,0,0,0,0,major,1,1,.004592936,.82845086
3238,2,1,73,8,1,1,25,75,50,2,1,75,1,0,1,0,major,0,0,.94838423,.99899817
3238,2,1,73,8,1,1,25,75,50,3,0,50,0,1,0,1,minor,0,0,.047022831,.98017526
3240,2,2,30,15,1,1,30,60,85,1,0,30,0,0,0,0,major,1,2,.011357562,.86871278
3240,2,2,30,15,1,1,30,60,85,2,1,60,1,0,2,0,major,0,0,.35371858,.99517083
3240,2,2,30,15,1,1,30,60,85,3,0,85,0,1,0,2,minor,0,0,.63492388,.9973039
3242,1,4,70,8,0,1,50,50,15,1,1,50,0,0,0,0,major,1,4,.40625721,.95888412
3242,1,4,70,8,0,1,50,50,15,2,0,50,1,0,4,0,major,0,0,.5403595,.96876925
3242,1,4,70,8,0,1,50,50,15,3,0,15,0,1,0,4,minor,0,0,.053383276,.75396758
3243,2,2,22,22,0,1,30,60,50,1,0,30,0,0,0,0,major,1,2,.026102889,.86871278
3243,2,2,22,22,0,1,30,60,50,2,1,60,1,0,2,0,major,0,0,.81294537,.99517083
3243,2,2,22,22,0,1,30,60,50,3,0,50,0,1,0,2,minor,0,0,.16095176,.9760766
3245,2,3,40,12,0,1,15,70,85,1,0,15,0,0,0,0,major,1,3,.0050095441,.72007072
3245,2,3,40,12,0,1,15,70,85,2,1,70,1,0,3,0,major,0,0,.40052578,.99516124
3245,2,3,40,12,0,1,15,70,85,3,0,85,0,1,0,3,minor,0,0,.59446472,.99673468
3246,2,4,84,8,1,1,60,70,50,1,0,60,0,0,0,0,major,1,4,.24203365,.97767019
3246,2,4,84,8,1,1,60,70,50,2,1,70,1,0,4,0,major,0,0,.6043781,.99093628
3246,2,4,84,8,1,1,60,70,50,3,0,50,0,1,0,4,minor,0,0,.15358827,.96525812
3247,1,6,52,21,0,1,100,60,70,1,1,100,0,0,0,0,major,1,6,.86740571,.99816477
3247,1,6,52,21,0,1,100,60,70,2,0,60,1,0,6,0,major,0,0,.026245911,.94271654
3247,1,6,52,21,0,1,100,60,70,3,0,70,0,1,0,6,minor,0,0,.10634838,.98522544
3250,1,7,68,23,1,1,85,15,60,1,1,85,0,0,0,0,major,1,7,.87637949,.99529278
3250,1,7,68,23,1,1,85,15,60,2,0,15,1,0,7,0,major,0,0,.0021303904,.33949259
3250,1,7,68,23,1,1,85,15,60,3,0,60,0,1,0,7,minor,0,0,.1214901,.96700895
3252,3,7,49,21,1,1,100,50,100,1,0,100,0,0,0,0,major,1,7,.59593648,.99816477
3252,3,7,49,21,1,1,100,50,100,2,0,50,1,0,7,0,major,0,0,.0051058666,.82332027
3252,3,7,49,21,1,1,100,50,100,3,1,100,0,1,0,7,minor,0,0,.39895764,.99726117
3255,2,1,55,16,1,1,50,85,60,1,0,50,0,0,0,0,major,1,1,.011729844,.95888412
3255,2,1,55,16,1,1,50,85,60,2,1,85,1,0,1,0,major,0,0,.94158447,.99946612
3255,2,1,55,16,1,1,50,85,60,3,0,60,0,1,0,1,minor,0,0,.046685684,.98934144
3257,2,1,65,3,1,1,30,70,0,1,0,30,0,0,0,0,major,1,1,.0089841019,.86871278
3257,2,1,65,3,1,1,30,70,0,2,1,70,1,0,1,0,major,0,0,.98813742,.99862784
3257,2,1,65,3,1,1,30,70,0,3,0,0,0,1,0,1,minor,0,0,.0028784664,.67948937
3258,3,5,41,16,0,1,70,60,30,1,0,70,0,0,0,0,major,1,5,.68692327,.98798043
3258,3,5,41,16,0,1,70,60,30,2,0,60,1,0,5,0,major,0,0,.25871405,.96870875
3258,3,5,41,16,0,1,70,60,30,3,1,30,0,1,0,5,minor,0,0,.054362714,.86675668
3259,1,6,26,15,0,1,70,50,15,1,1,70,0,0,0,0,major,1,6,.88336611,.98798043
3259,1,6,26,15,0,1,70,50,15,2,0,50,1,0,6,0,major,0,0,.094206885,.89760375
3259,1,6,26,15,0,1,70,50,15,3,0,15,0,1,0,6,minor,0,0,.022427002,.67604417
3261,1,6,31,21,1,0,60,40,0,1,1,60,0,0,0,0,major,1,6,.88875109,.97767019
3261,1,6,31,21,1,0,60,40,0,2,0,40,1,0,6,0,major,0,0,.09478116,.8236106
3261,1,6,31,21,1,0,60,40,0,3,0,0,0,1,0,6,minor,0,0,.016467778,.44789946
3262,3,4,81,13,0,1,50,50,70,1,0,50,0,0,0,0,major,1,4,.15316288,.95888412
3262,3,4,81,13,0,1,50,50,70,2,0,50,1,0,4,0,major,0,0,.20372075,.96876925
3262,3,4,81,13,0,1,50,50,70,3,1,70,0,1,0,4,minor,0,0,.64311635,.98989129
3264,1,7,80,5,0,1,100,70,50,1,1,100,0,0,0,0,major,1,7,.94437319,.99816477
3264,1,7,80,5,0,1,100,70,50,2,0,70,1,0,7,0,major,0,0,.028517773,.94260859
3264,1,7,80,5,0,1,100,70,50,3,0,50,0,1,0,7,minor,0,0,.027109042,.93980575
3265,2,1,45,5,0,1,30,100,85,1,0,30,0,0,0,0,major,1,1,.0012554643,.86871278
3265,2,1,45,5,0,1,30,100,85,2,1,100,1,0,1,0,major,0,0,.91369408,.9997924
3265,2,1,45,5,0,1,30,100,85,3,0,85,0,1,0,1,minor,0,0,.085050426,.99777412
3266,1,6,28,20,1,1,85,50,50,1,1,85,0,0,0,0,major,1,6,.88422012,.99529278
3266,1,6,28,20,1,1,85,50,50,2,0,50,1,0,6,0,major,0,0,.036658563,.89760375
3266,1,6,28,20,1,1,85,50,50,3,0,50,0,1,0,6,minor,0,0,.079121299,.94979894
3267,1,6,58,20,0,1,85,30,30,1,1,85,0,0,0,0,major,1,6,.96417981,.99529278
3267,1,6,58,20,0,1,85,30,30,2,0,30,1,0,6,0,major,0,0,.011341501,.71323109
3267,1,6,58,20,0,1,85,30,30,3,0,30,0,1,0,6,minor,0,0,.024478709,.8429659
3271,3,3,44,21,0,1,0,70,70,1,0,0,0,0,0,0,major,1,3,.0030737941,.5
3271,3,3,44,21,0,1,0,70,70,2,0,70,1,0,3,0,major,0,0,.63217002,.99516124
3271,3,3,44,21,0,1,0,70,70,3,1,70,0,1,0,3,minor,0,0,.36475617,.99164343
3272,1,4,18,14,1,1,60,60,50,1,1,60,0,0,0,0,major,1,4,.33730611,.97767019
3272,1,4,18,14,1,1,60,60,50,2,0,60,1,0,4,0,major,0,0,.44864818,.9831183
3272,1,4,18,14,1,1,60,60,50,3,0,50,0,1,0,4,minor,0,0,.21404569,.96525812
3273,2,4,22,6,1,0,30,100,0,1,0,30,0,0,0,0,major,1,4,.0090489276,.86871278
3273,2,4,22,6,1,0,30,100,0,2,1,100,1,0,4,0,major,0,0,.98932189,.99861962
3273,2,4,22,6,1,0,30,100,0,3,0,0,0,1,0,4,minor,0,0,.0016292094,.54365695
3275,2,1,82,11,1,1,0,85,0,1,0,0,0,0,0,0,major,1,1,.00053327775,.5
3275,2,1,82,11,1,1,0,85,0,2,1,85,1,0,1,0,major,0,0,.99833614,.99946612
3275,2,1,82,11,1,1,0,85,0,3,0,0,0,1,0,1,minor,0,0,.0011305603,.67948937
3276,2,1,34,2,1,0,0,70,0,1,0,0,0,0,0,0,major,1,1,.0013681877,.5
3276,2,1,34,2,1,0,0,70,0,2,1,70,1,0,1,0,major,0,0,.99573123,.99862784
3276,2,1,34,2,1,0,0,70,0,3,0,0,0,1,0,1,minor,0,0,.0029005872,.67948937
3277,2,1,69,6,1,0,0,50,0,1,0,0,0,0,0,0,major,1,1,.0047708191,.5
3277,2,1,69,6,1,0,0,50,0,2,1,50,1,0,1,0,major,0,0,.98511493,.99518043
3277,2,1,69,6,1,0,0,50,0,3,0,0,0,1,0,1,minor,0,0,.010114239,.67948937
3278,1,6,30,18,1,1,85,85,15,1,1,85,0,0,0,0,major,1,6,.7216332,.99529278
3278,1,6,30,18,1,1,85,85,15,2,0,85,1,0,6,0,major,0,0,.2712445,.98757374
3278,1,6,30,18,1,1,85,85,15,3,0,15,0,1,0,6,minor,0,0,.0071222978,.67604417
3279,1,7,64,12,1,1,100,0,0,1,1,100,0,0,0,0,major,1,7,.99840432,.99816477
3279,1,7,64,12,1,1,100,0,0,2,0,0,1,0,7,0,major,0,0,.00036679182,.16653742
3279,1,7,64,12,1,1,100,0,0,3,0,0,0,1,0,7,minor,0,0,.0012289118,.40100512
3281,2,2,38,4,1,1,40,60,30,1,0,40,0,0,0,0,major,1,2,.053993009,.92549759
3281,2,2,38,4,1,1,40,60,30,2,1,60,1,0,2,0,major,0,0,.89569277,.99517083
3281,2,2,38,4,1,1,40,60,30,3,0,30,0,1,0,2,minor,0,0,.050314244,.92048347
3283,2,1,71,3,0,1,40,85,50,1,0,40,0,0,0,0,major,1,1,.0064233569,.92549759
3283,2,1,71,3,0,1,40,85,50,2,1,85,1,0,1,0,major,0,0,.9680112,.99946612
3283,2,1,71,3,0,1,40,85,50,3,0,50,0,1,0,1,minor,0,0,.025565457,.98017526
3284,1,7,63,12,1,1,60,15,50,1,1,60,0,0,0,0,major,1,7,.73081541,.97767019
3284,1,7,63,12,1,1,60,15,50,2,0,15,1,0,7,0,major,0,0,.0085793184,.33949259
3284,1,7,63,12,1,1,60,15,50,3,0,50,0,1,0,7,minor,0,0,.26060531,.93980575
